feature,gain_importance
ppr_diff,31.196656972244725
pos_in_bucket_pen,24.97071146770955
pen_diff,22.99131228708686
dist_diff,20.36563566073527
bucket_ppr,0.29424711719274127
bucket_dist,0.14164882924850158
bucket_pen,0.03978766578235018
