Combination	PEN Distance(cancer genes)	PEN Distance(other genes)	PEN-diff	Distance(cancer genes)	Distance(other genes)	Distance-diff	ppr(cancer genes)	ppr(other genes)	ppr-diff
('TP53AIP1', 'HMMR')	12.5129	12.512900000000645	6.448175327022909e-13		0.0		0.0	7.867820613690008e-05	7.867820613690008e-05
('TP53AIP1', 'PERP')	12.5129	12.512900000000645	6.448175327022909e-13		0.0		0.0	7.867820613690008e-05	7.867820613690008e-05
('TP53AIP1', 'ACTB')	9.705666666666666	10.336886290322907	0.6312196236562411	2.875	1.715194908512331	-1.159805091487669	0.0005292035024925772	0.00023004438101038876	-0.0002991591214821884
('TP53AIP1', 'GSTP1')	10.144172222222222	10.822525059008987	0.6783528367867646	2.6875	1.6666666666666667	-1.0208333333333333	0.0006367499245466348	0.00022962502778651876	-0.00040712489676011606
('TP53AIP1', 'CXCL12')	8.879644444444445	9.430728481510947	0.5510840370665022	2.3125	1.3931980906921242	-0.9193019093078758	0.0006491841047795538	0.00022959992093781755	-0.0004195841838417362
('TP53AIP1', 'PPP2R5D')	9.145233333333334	9.873354268293003	0.7281209349596693	2.1875	1.4811058074781225	-0.7063941925218775	0.0010364442164865271	0.0002262272689908153	-0.0008102169474957118
('TP53AIP1', 'SOD2')	10.082341666666666	10.976970416994817	0.8946287503281507	2.8125	1.7478122513922036	-1.0646877486077964	0.0021774461742816833	0.00021889816796926236	-0.0019585480063124207
('TP53AIP1', 'CCNK')	12.5129	12.512900000000645	6.448175327022909e-13		0.0		0.0	7.867820613690008e-05	7.867820613690008e-05
('TP53AIP1', 'NTF3')	9.168052777777778	9.81742515735673	0.6493723795789528	2.4375	1.525656324582339	-0.9118436754176611	0.0008037187530850863	0.0002284149617961726	-0.0005753037912889137
('TP53AIP1', 'RBX1')	9.760980555555555	10.40216398505148	0.6411834294959249	2.875	1.7507955449482895	-1.1242044550517105	0.00053768561681562	0.00022932717174003805	-0.00030835844507558197
('TP53AIP1', 'EPHX1')	10.962911111111111	11.55805794649915	0.5951468353880394	4.0	2.315035799522673	-1.684964200477327	0.0003518891896760492	0.00023186460827300846	-0.00012002458140304074
('TP53AIP1', 'TNFRSF1A')	9.100308333333334	9.847939162077427	0.7476308287440929	2.3125	1.5021877486077964	-0.8103122513922036	0.0011476804184110316	0.00022562066403695118	-0.0009220597543740804
('TP53AIP1', 'FOXO1')	9.54186111111111	10.312975354052249	0.7711142429411382	2.75	1.7593476531424026	-0.9906523468575974	0.0007086147655148175	0.00022900168882799402	-0.0004796130766868235
('TP53AIP1', 'MYCN')	9.90591388888889	10.75240875295075	0.8464948640618601	2.6875	1.7826173428798726	-0.9048826571201274	0.001065556708281342	0.00022625843121096793	-0.0008392982770703741
('TP53AIP1', 'GATA3')	9.702897222222223	10.516082749803633	0.8131855275814104	2.8125	1.7018695306284806	-1.1106304693715194	0.006264510946836908	0.00018973824805144647	-0.006074772698785462
('BMP7', 'MUTYH')	9.580097222222223	10.160434598741464	0.5803373765192408	2.5	1.5381861575178997	-0.9618138424821003	0.00046424600450932003	0.0003882674466520832	-7.597855785723684e-05
('BMP7', 'LIG3')	8.12931388888889	9.361741109362693	1.232427220473804	4.5	5.083315382169987	0.583315382169987	0.0005631556862377234	0.00032934456858971223	-0.00023381111764801118
('BMP7', 'IRS1')	6.191519444444444	7.464589988198259	1.273070543753815	2.375	2.9697692919649956	0.5947692919649956	0.001485058035919717	0.0003789622446016147	-0.0011060957913181025
('BMP7', 'HMMR')	9.580097222222223	10.162699134540048	0.5826019123178252	2.5	1.5381861575178997	-0.9618138424821003	0.00046424600450932003	0.000230911034410337	-0.00023333497009898302
('BMP7', 'PERP')	9.580097222222223	10.162699134540048	0.5826019123178252	2.5	1.5381861575178997	-0.9618138424821003	0.00046424600450932003	0.000230911034410337	-0.00023333497009898302
('BMP7', 'ACTB')	6.772863888888889	7.98668542486231	1.2138215359734215	2.6875	3.2533810660302307	0.5658810660302307	0.0009934495070018973	0.0003822772092838257	-0.0006111722977180715
('BMP7', 'GSTP1')	7.211369444444445	8.47232419354839	1.260954749103945	2.59375	3.2048528241845666	0.6111028241845666	0.0011009959290559548	0.00038185785605995566	-0.0007191380729959991
('BMP7', 'CXCL12')	5.946841666666667	7.08052761605035	1.1336859493836835	2.40625	2.9313842482100236	0.5251342482100236	0.0011134301092888738	0.0003818327492112545	-0.0007315973600776194
('BMP7', 'PPP2R5D')	6.212430555555557	7.523153402832406	1.3107228472768497	2.34375	3.019291964996022	0.6755419649960221	0.0015006902209958471	0.00037846009726425227	-0.001122230123731595
('BMP7', 'SOD2')	7.149538888888889	8.62676955153422	1.477230662645331	2.65625	3.2859984089101033	0.6297484089101033	0.0026416921787910034	0.0003711309962426993	-0.002270561182548304
('BMP7', 'CCNK')	9.580097222222223	10.162699134540048	0.5826019123178252	2.5	1.5381861575178997	-0.9618138424821003	0.00046424600450932003	0.000230911034410337	-0.00023333497009898302
('BMP7', 'NTF3')	6.235250000000001	7.467224291896134	1.2319742918961332	2.46875	3.0638424821002386	0.5950924821002386	0.0012679647575944064	0.0003806477900696095	-0.0008873169675247968
('BMP7', 'RBX1')	6.828177777777778	8.051963119590884	1.2237853418131053	2.6875	3.288981702466189	0.6014817024661889	0.00100193162132494	0.000381560000013475	-0.000620371621311465
('BMP7', 'EPHX1')	8.030108333333333	9.207857081038554	1.1777487477052215	3.25	3.8532219570405726	0.6032219570405726	0.0008161351941853692	0.0003840974365464454	-0.00043203775763892384
('BMP7', 'TNFRSF1A')	6.167505555555556	7.497738296616831	1.330232741061275	2.40625	3.040373906125696	0.634123906125696	0.0016119264229203516	0.00037785349231038814	-0.0012340729306099633
('BMP7', 'FOXO1')	6.6090583333333335	7.962774488591653	1.3537161552583195	2.625	3.297533810660302	0.672533810660302	0.0011728607700241375	0.00038123451710143095	-0.0007916262529227066
('BMP7', 'MYCN')	6.973111111111111	8.402207887490153	1.4290967763790423	2.59375	3.3208035003977723	0.7270535003977723	0.001529802712790662	0.0003784912594844049	-0.001151311453306257
('BMP7', 'GATA3')	6.770094444444445	8.165881884343037	1.3957874398985917	2.65625	3.2400556881463802	0.5838056881463802	0.006728756951346228	0.0003419710763248834	-0.006386785875021344
('MUTYH', 'LIG3')	11.062116666666668	11.709677439024706	0.6475607723580374	6.5	3.5451292246520874	-2.9548707753479126	9.890968172840344e-05	0.0003344681525580215	0.00023555847082961805
('MUTYH', 'IRS1')	9.124322222222222	9.812526317860272	0.6882040956380493	2.25	1.4315831344470962	-0.8184168655529038	0.0010208120314103971	0.00038408582856992393	-0.0006367262028404732
('MUTYH', 'HMMR')	12.5129	12.51063546420206	-0.0022645357979396152		0.0		0.0	0.00023603461837864626	0.00023603461837864626
('MUTYH', 'PERP')	12.5129	12.51063546420206	-0.0022645357979396152		0.0		0.0	0.00023603461837864626	0.00023603461837864626
('MUTYH', 'ACTB')	9.705666666666666	10.334621754524322	0.6289550878576566	2.875	1.715194908512331	-1.159805091487669	0.0005292035024925772	0.00038740079325213497	-0.0001418027092404422
('MUTYH', 'GSTP1')	10.144172222222222	10.820260523210402	0.6760883009881802	2.6875	1.6666666666666667	-1.0208333333333333	0.0006367499245466348	0.0003869814400282649	-0.0002497684845183699
('MUTYH', 'CXCL12')	8.879644444444445	9.428463945712362	0.5488195012679178	2.3125	1.3931980906921242	-0.9193019093078758	0.0006491841047795538	0.00038695633317956373	-0.00026222777159999003
('MUTYH', 'PPP2R5D')	9.145233333333334	9.871089732494418	0.7258563991610849	2.1875	1.4811058074781225	-0.7063941925218775	0.0010364442164865271	0.0003835836812325615	-0.0006528605352539656
('MUTYH', 'SOD2')	10.082341666666666	10.974705881196233	0.8923642145295663	2.8125	1.7478122513922036	-1.0646877486077964	0.0021774461742816833	0.00037625458021100854	-0.0018011915940706748
('MUTYH', 'CCNK')	12.5129	12.51063546420206	-0.0022645357979396152		0.0		0.0	0.00023603461837864626	0.00023603461837864626
('MUTYH', 'NTF3')	9.168052777777778	9.815160621558146	0.6471078437803683	2.4375	1.525656324582339	-0.9118436754176611	0.0008037187530850863	0.0003857713740379188	-0.0004179473790471675
('MUTYH', 'RBX1')	9.760980555555555	10.399899449252896	0.6389188936973405	2.875	1.7507955449482895	-1.1242044550517105	0.00053768561681562	0.00038668358398178423	-0.00015100203283383582
('MUTYH', 'EPHX1')	10.962911111111111	11.555793410700566	0.5928822995894549	4.0	2.315035799522673	-1.684964200477327	0.0003518891896760492	0.00038922102051475464	3.733183083870544e-05
('MUTYH', 'TNFRSF1A')	9.100308333333334	9.845674626278843	0.7453662929455085	2.3125	1.5021877486077964	-0.8103122513922036	0.0011476804184110316	0.0003829770762786974	-0.0007647033421323342
('MUTYH', 'FOXO1')	9.54186111111111	10.310710818253664	0.7688497071425537	2.75	1.7593476531424026	-0.9906523468575974	0.0007086147655148175	0.0003863581010697402	-0.00032225666444507734
('MUTYH', 'MYCN')	9.90591388888889	10.750144217152165	0.8442303282632757	2.6875	1.7826173428798726	-0.9048826571201274	0.001065556708281342	0.00038361484345271414	-0.0006819418648286279
('MUTYH', 'GATA3')	9.702897222222223	10.513818214005049	0.810920991782826	2.8125	1.7018695306284806	-1.1106304693715194	0.006264510946836908	0.0003470946602931927	-0.005917416286543716
('LIG3', 'IRS1')	7.6735388888888885	9.013832828481501	1.3402939395926126	4.375	4.976712359099183	0.6017123590991833	0.0011197217131388006	0.00032516295050755297	-0.0007945587626312475
('LIG3', 'HMMR')	11.062116666666668	11.71194197482329	0.6498253081566219	6.5	3.5451292246520874	-2.9548707753479126	9.890968172840344e-05	0.0001771117403162753	7.820205858787187e-05
('LIG3', 'PERP')	11.062116666666668	11.71194197482329	0.6498253081566219	6.5	3.5451292246520874	-2.9548707753479126	9.890968172840344e-05	0.0001771117403162753	7.820205858787187e-05
('LIG3', 'ACTB')	8.254883333333334	9.53592826514555	1.2810449318122163	4.6875	5.260324133164419	0.5728241331644188	0.0006281131842209806	0.000328477915189764	-0.0002996352690312166
('LIG3', 'GSTP1')	8.69338888888889	10.02156703383163	1.32817814494274	4.59375	5.211795891318754	0.6180458913187543	0.0007356596062750383	0.00032805856196589395	-0.0004076010443091443
('LIG3', 'CXCL12')	7.428861111111111	8.629770456333592	1.200909345222481	4.40625	4.938327315344211	0.5320773153442113	0.0007480937865079572	0.0003280334551171928	-0.0004200603313907644
('LIG3', 'PPP2R5D')	7.694450000000002	9.072396243115648	1.3779462431156464	4.34375	5.026235032130209	0.6824850321302094	0.0011353538982149306	0.00032466080317019056	-0.00081069309504474
('LIG3', 'SOD2')	8.631558333333334	10.17601239181746	1.544454058484126	4.65625	5.292941476044291	0.636691476044291	0.0022763558560100865	0.0003173317021486376	-0.001959024153861449
('LIG3', 'CCNK')	11.062116666666668	11.71194197482329	0.6498253081566219	6.5	3.5451292246520874	-2.9548707753479126	9.890968172840344e-05	0.0001771117403162753	7.820205858787187e-05
('LIG3', 'NTF3')	7.717269444444446	9.016467132179374	1.299197687734928	4.46875	5.070785549234426	0.6020355492344258	0.0009026284348134897	0.0003268484959755478	-0.0005757799388379419
('LIG3', 'RBX1')	8.310197222222223	9.601205959874124	1.2910087376519002	4.6875	5.295924769600377	0.6084247696003766	0.0006365952985440235	0.0003277607059194133	-0.0003088345926246102
('LIG3', 'EPHX1')	9.512127777777778	10.757099921321796	1.2449721435440182	5.25	5.86016502417476	0.6101650241747603	0.00045079887140445264	0.0003302981424523837	-0.00012050072895206896
('LIG3', 'TNFRSF1A')	7.649525000000001	9.046981136900072	1.3974561369000718	4.40625	5.047316973259884	0.6410669732598837	0.001246590100139435	0.00032405419821632643	-0.0009225359019231086
('LIG3', 'FOXO1')	8.091077777777778	9.512017328874894	1.4209395510971152	4.625	5.30447687779449	0.6794768777944897	0.000807524447243221	0.00032743522300736924	-0.00048008922423585173
('LIG3', 'MYCN')	8.455130555555556	9.951450727773395	1.496320172217839	4.59375	5.32774656753196	0.7339965675319604	0.0011644663900097455	0.0003246919653903432	-0.0008397744246194023
('LIG3', 'GATA3')	8.25211388888889	9.715124724626277	1.4630108357373874	4.65625	5.246998755280568	0.5907487552805684	0.006363420628565312	0.0002881717822308217	-0.00607524884633449
('IRS1', 'HMMR')	9.124322222222222	9.814790853658856	0.6904686314366337	2.25	1.4315831344470962	-0.8184168655529038	0.0010208120314103971	0.00022672941632817775	-0.0007940826150822194
('IRS1', 'PERP')	9.124322222222222	9.814790853658856	0.6904686314366337	2.25	1.4315831344470962	-0.8184168655529038	0.0010208120314103971	0.00022672941632817775	-0.0007940826150822194
('IRS1', 'ACTB')	6.317088888888888	7.638777143981118	1.32168825509223	2.5625	3.1467780429594274	0.5842780429594274	0.0015500155339029744	0.00037809559120166646	-0.001171919942701308
('IRS1', 'GSTP1')	6.755594444444444	8.124415912667198	1.3688214682227535	2.46875	3.098249801113763	0.6294998011137629	0.001657561955957032	0.0003776762379777964	-0.0012798857179792357
('IRS1', 'CXCL12')	5.491066666666666	6.732619335169159	1.241552668502493	2.28125	2.8247812251392204	0.5435312251392204	0.0016699961361899508	0.0003776511311290952	-0.0012923450050608557
('IRS1', 'PPP2R5D')	5.756655555555556	7.175245121951215	1.4185895663956591	2.21875	2.912688941925219	0.6939389419252189	0.0020572562478969243	0.000374278479182093	-0.0016829777687148314
('IRS1', 'SOD2')	6.693763888888888	8.278861270653028	1.5850973817641396	2.53125	3.1793953858392996	0.6481453858392996	0.0031982582056920804	0.00036694937816054003	-0.0028313088275315405
('IRS1', 'CCNK')	9.124322222222222	9.814790853658856	0.6904686314366337	2.25	1.4315831344470962	-0.8184168655529038	0.0010208120314103971	0.00022672941632817775	-0.0007940826150822194
('IRS1', 'NTF3')	5.779475	7.119316011014941	1.3398410110149417	2.34375	2.9572394590294353	0.6134894590294353	0.0018245307844954833	0.00037646617198745027	-0.001448064612508033
('IRS1', 'RBX1')	6.372402777777777	7.704054838709691	1.3316520609319138	2.5625	3.1823786793953857	0.6198786793953857	0.0015584976482260172	0.0003773783819313157	-0.0011811192662947016
('IRS1', 'EPHX1')	7.574333333333332	8.859948800157362	1.28561546682403	3.125	3.746618933969769	0.6216189339697689	0.0013727012210864463	0.00037991581846428613	-0.0009927854026221602
('IRS1', 'TNFRSF1A')	5.711730555555555	7.149830015735638	1.4380994601800836	2.28125	2.9337708830548923	0.6525208830548923	0.0021684924498214285	0.0003736718742282289	-0.0017948205755931998
('IRS1', 'FOXO1')	6.1532833333333325	7.614866207710461	1.4615828743771289	2.5	3.1909307875894988	0.6909307875894988	0.0017294267969252147	0.0003770528990192717	-0.001352373897905943
('IRS1', 'MYCN')	6.51733611111111	8.054299606608962	1.5369634954978526	2.46875	3.214200477326969	0.745450477326969	0.002086368739691739	0.00037430964140224563	-0.0017120590982894934
('IRS1', 'GATA3')	6.314319444444444	7.817973603461844	1.5036541590174002	2.53125	3.133452665075577	0.602202665075577	0.0072853229782473055	0.00033778945824272416	-0.006947533520004582
('HMMR', 'PERP')	12.5129	12.512900000000645	6.448175327022909e-13		0.0		0.0	7.867820613690008e-05	7.867820613690008e-05
('HMMR', 'ACTB')	9.705666666666666	10.336886290322907	0.6312196236562411	2.875	1.715194908512331	-1.159805091487669	0.0005292035024925772	0.00023004438101038876	-0.0002991591214821884
('HMMR', 'GSTP1')	10.144172222222222	10.822525059008987	0.6783528367867646	2.6875	1.6666666666666667	-1.0208333333333333	0.0006367499245466348	0.00022962502778651876	-0.00040712489676011606
('HMMR', 'CXCL12')	8.879644444444445	9.430728481510947	0.5510840370665022	2.3125	1.3931980906921242	-0.9193019093078758	0.0006491841047795538	0.00022959992093781755	-0.0004195841838417362
('HMMR', 'PPP2R5D')	9.145233333333334	9.873354268293003	0.7281209349596693	2.1875	1.4811058074781225	-0.7063941925218775	0.0010364442164865271	0.0002262272689908153	-0.0008102169474957118
('HMMR', 'SOD2')	10.082341666666666	10.976970416994817	0.8946287503281507	2.8125	1.7478122513922036	-1.0646877486077964	0.0021774461742816833	0.00021889816796926236	-0.0019585480063124207
('HMMR', 'CCNK')	12.5129	12.512900000000645	6.448175327022909e-13		0.0		0.0	7.867820613690008e-05	7.867820613690008e-05
('HMMR', 'NTF3')	9.168052777777778	9.81742515735673	0.6493723795789528	2.4375	1.525656324582339	-0.9118436754176611	0.0008037187530850863	0.0002284149617961726	-0.0005753037912889137
('HMMR', 'RBX1')	9.760980555555555	10.40216398505148	0.6411834294959249	2.875	1.7507955449482895	-1.1242044550517105	0.00053768561681562	0.00022932717174003805	-0.00030835844507558197
('HMMR', 'EPHX1')	10.962911111111111	11.55805794649915	0.5951468353880394	4.0	2.315035799522673	-1.684964200477327	0.0003518891896760492	0.00023186460827300846	-0.00012002458140304074
('HMMR', 'TNFRSF1A')	9.100308333333334	9.847939162077427	0.7476308287440929	2.3125	1.5021877486077964	-0.8103122513922036	0.0011476804184110316	0.00022562066403695118	-0.0009220597543740804
('HMMR', 'FOXO1')	9.54186111111111	10.312975354052249	0.7711142429411382	2.75	1.7593476531424026	-0.9906523468575974	0.0007086147655148175	0.00022900168882799402	-0.0004796130766868235
('HMMR', 'MYCN')	9.90591388888889	10.75240875295075	0.8464948640618601	2.6875	1.7826173428798726	-0.9048826571201274	0.001065556708281342	0.00022625843121096793	-0.0008392982770703741
('HMMR', 'GATA3')	9.702897222222223	10.516082749803633	0.8131855275814104	2.8125	1.7018695306284806	-1.1106304693715194	0.006264510946836908	0.00018973824805144647	-0.006074772698785462
('PERP', 'ACTB')	9.705666666666666	10.336886290322907	0.6312196236562411	2.875	1.715194908512331	-1.159805091487669	0.0005292035024925772	0.00023004438101038876	-0.0002991591214821884
('PERP', 'GSTP1')	10.144172222222222	10.822525059008987	0.6783528367867646	2.6875	1.6666666666666667	-1.0208333333333333	0.0006367499245466348	0.00022962502778651876	-0.00040712489676011606
('PERP', 'CXCL12')	8.879644444444445	9.430728481510947	0.5510840370665022	2.3125	1.3931980906921242	-0.9193019093078758	0.0006491841047795538	0.00022959992093781755	-0.0004195841838417362
('PERP', 'PPP2R5D')	9.145233333333334	9.873354268293003	0.7281209349596693	2.1875	1.4811058074781225	-0.7063941925218775	0.0010364442164865271	0.0002262272689908153	-0.0008102169474957118
('PERP', 'SOD2')	10.082341666666666	10.976970416994817	0.8946287503281507	2.8125	1.7478122513922036	-1.0646877486077964	0.0021774461742816833	0.00021889816796926236	-0.0019585480063124207
('PERP', 'CCNK')	12.5129	12.512900000000645	6.448175327022909e-13		0.0		0.0	7.867820613690008e-05	7.867820613690008e-05
('PERP', 'NTF3')	9.168052777777778	9.81742515735673	0.6493723795789528	2.4375	1.525656324582339	-0.9118436754176611	0.0008037187530850863	0.0002284149617961726	-0.0005753037912889137
('PERP', 'RBX1')	9.760980555555555	10.40216398505148	0.6411834294959249	2.875	1.7507955449482895	-1.1242044550517105	0.00053768561681562	0.00022932717174003805	-0.00030835844507558197
('PERP', 'EPHX1')	10.962911111111111	11.55805794649915	0.5951468353880394	4.0	2.315035799522673	-1.684964200477327	0.0003518891896760492	0.00023186460827300846	-0.00012002458140304074
('PERP', 'TNFRSF1A')	9.100308333333334	9.847939162077427	0.7476308287440929	2.3125	1.5021877486077964	-0.8103122513922036	0.0011476804184110316	0.00022562066403695118	-0.0009220597543740804
('PERP', 'FOXO1')	9.54186111111111	10.312975354052249	0.7711142429411382	2.75	1.7593476531424026	-0.9906523468575974	0.0007086147655148175	0.00022900168882799402	-0.0004796130766868235
('PERP', 'MYCN')	9.90591388888889	10.75240875295075	0.8464948640618601	2.6875	1.7826173428798726	-0.9048826571201274	0.001065556708281342	0.00022625843121096793	-0.0008392982770703741
('PERP', 'GATA3')	9.702897222222223	10.516082749803633	0.8131855275814104	2.8125	1.7018695306284806	-1.1106304693715194	0.006264510946836908	0.00018973824805144647	-0.006074772698785462
('ACTB', 'GSTP1')	7.336938888888889	8.646511349331249	1.30957246044236	2.78125	3.3818615751789975	0.6006115751789975	0.001165953427039212	0.00038099120266000744	-0.0007849622243792046
('ACTB', 'CXCL12')	6.07241111111111	7.254714771833209	1.1823036607220985	2.59375	3.1083929992044554	0.5146429992044554	0.001178387607272131	0.0003809660958113062	-0.0007974215114608247
('ACTB', 'PPP2R5D')	6.338000000000001	7.697340558615265	1.3593405586152638	2.53125	3.1963007159904535	0.6650507159904535	0.0015656477189791044	0.000377593443864304	-0.0011880542751148003
('ACTB', 'SOD2')	7.275108333333334	8.800956707317077	1.5258483739837434	2.84375	3.4630071599045347	0.6192571599045347	0.0027066496767742605	0.0003702643428427511	-0.0023363853339315095
('ACTB', 'CCNK')	9.705666666666666	10.336886290322907	0.6312196236562411	2.875	1.715194908512331	-1.159805091487669	0.0005292035024925772	0.00023004438101038876	-0.0002991591214821884
('ACTB', 'NTF3')	6.360819444444445	7.641411447678992	1.2805920032345472	2.65625	3.24085123309467	0.5846012330946699	0.0013329222555776635	0.0003797811366696613	-0.0009531411189080022
('ACTB', 'RBX1')	6.953747222222223	8.22615027537374	1.2724030531515176	2.875	3.4659904534606207	0.5909904534606207	0.0010668891193081971	0.0003806933466135267	-0.0006861957726946704
('ACTB', 'EPHX1')	8.155677777777777	9.382044236821413	1.2263664590436356	3.4375	4.030230708035004	0.5927307080350044	0.0008810926921686264	0.0003832307831464971	-0.0004978619090221293
('ACTB', 'TNFRSF1A')	6.293075	7.671925452399689	1.3788504523996892	2.59375	3.2173826571201274	0.6236326571201274	0.0016768839209036087	0.00037698683891043987	-0.0012998970819931687
('ACTB', 'FOXO1')	6.734627777777778	8.136961644374512	1.4023338665967344	2.8125	3.474542561654734	0.6620425616547339	0.0012378182680073948	0.0003803678637014827	-0.0008574504043059122
('ACTB', 'MYCN')	7.098680555555555	8.576395043273013	1.4777144877174582	2.78125	3.4978122513922036	0.7165622513922036	0.0015947602107739193	0.0003776246060844566	-0.0012171356046894628
('ACTB', 'GATA3')	6.895663888888889	8.340069040125893	1.4444051512370049	2.84375	3.4170644391408116	0.5733144391408116	0.006793714449329485	0.00034110442292493515	-0.00645261002640455
('GSTP1', 'CXCL12')	6.510916666666667	7.740353540519289	1.229436873852622	2.5	3.059864757358791	0.5598647573587909	0.0012859340293261885	0.00038054674258743626	-0.0009053872867387522
('GSTP1', 'PPP2R5D')	6.776505555555556	8.182979327301345	1.4064737717457891	2.4375	3.147772474144789	0.710272474144789	0.001673194141033162	0.000377174090640434	-0.001296020050392728
('GSTP1', 'SOD2')	7.713613888888888	9.286595476003157	1.5729815871142687	2.75	3.4144789180588706	0.6644789180588706	0.002814196098828318	0.000369844989618881	-0.002444351109209437
('GSTP1', 'CCNK')	10.144172222222222	10.822525059008987	0.6783528367867646	2.6875	1.6666666666666667	-1.0208333333333333	0.0006367499245466348	0.00022962502778651876	-0.00040712489676011606
('GSTP1', 'NTF3')	6.799325	8.127050216365072	1.3277252163650726	2.5625	3.1923229912490054	0.6298229912490054	0.001440468677631721	0.00037936178344579125	-0.0010611068941859298
('GSTP1', 'RBX1')	7.392252777777777	8.71178904405982	1.319536266282043	2.78125	3.4174622116149562	0.6362122116149562	0.0011744355413622549	0.00038027399338965676	-0.0007941615479725981
('GSTP1', 'EPHX1')	8.594183333333334	9.867683005507493	1.2734996721741592	3.34375	3.98170246618934	0.6379524661893399	0.000988639114222684	0.00038281142992262717	-0.0006058276843000568
('GSTP1', 'TNFRSF1A')	6.7315805555555555	8.157564221085769	1.4259836655302136	2.5	3.1688544152744633	0.6688544152744633	0.0017844303429576664	0.00037656748568656986	-0.0014078628572710965
('GSTP1', 'FOXO1')	7.173133333333333	8.622600413060592	1.4494670797272589	2.71875	3.4260143198090693	0.7072643198090693	0.0013453646900614524	0.0003799485104776127	-0.0009654161795838396
('GSTP1', 'MYCN')	7.537186111111111	9.062033811959093	1.5248477008479826	2.6875	3.449284009546539	0.7617840095465391	0.0017023066328279769	0.0003772052528605866	-0.0013251013799673902
('GSTP1', 'GATA3')	7.334169444444445	8.825707808811973	1.4915383643675284	2.75	3.368536197295147	0.6185361972951471	0.006901260871383543	0.00034068506970106515	-0.006560575801682477
('CXCL12', 'PPP2R5D')	5.511977777777778	6.791182749803306	1.2792049720255276	2.25	2.874303898170247	0.6243038981702469	0.0016856283212660808	0.00037714898379173276	-0.001308479337474348
('CXCL12', 'SOD2')	6.449086111111111	7.894798898505119	1.445712787394008	2.5625	3.1410103420843276	0.5785103420843276	0.002826630279061237	0.00036981988277017984	-0.002456810396291057
('CXCL12', 'CCNK')	8.879644444444445	9.430728481510947	0.5510840370665022	2.3125	1.3931980906921242	-0.9193019093078758	0.0006491841047795538	0.00022959992093781755	-0.0004195841838417362
('CXCL12', 'NTF3')	5.534797222222222	6.735253638867032	1.2004564166448102	2.375	2.9188544152744633	0.5438544152744633	0.00145290285786464	0.00037933667659709007	-0.00107356618126755
('CXCL12', 'RBX1')	6.127725	7.319992466561782	1.1922674665617823	2.59375	3.1439936356404137	0.5502436356404137	0.001186869721595174	0.0003802488865409555	-0.0008066208350542183
('CXCL12', 'EPHX1')	7.329655555555554	8.475886428009453	1.1462308724538985	3.15625	3.708233890214797	0.5519838902147969	0.001001073294455603	0.00038278632307392593	-0.0006182869713816771
('CXCL12', 'TNFRSF1A')	5.467052777777777	6.765767643587729	1.298714865809952	2.3125	2.8953858392999203	0.5828858392999203	0.0017968645231905855	0.00037654237883786863	-0.0014203221443527167
('CXCL12', 'FOXO1')	5.908605555555555	7.230803835562552	1.3221982800069974	2.53125	3.152545743834527	0.6212957438345268	0.0013577988702943712	0.0003799234036289115	-0.0009778754666654598
('CXCL12', 'MYCN')	6.272658333333332	7.670237234461053	1.397578901127721	2.5	3.175815433571997	0.675815433571997	0.0017147408130608957	0.0003771801460118854	-0.0013375606670490104
('CXCL12', 'GATA3')	6.069641666666667	7.433911231313935	1.3642695646472687	2.5625	3.095067621320605	0.532567621320605	0.006913695051616462	0.0003406599628523639	-0.006573035088764098
('PPP2R5D', 'SOD2')	6.714675000000001	8.337424685287175	1.6227496852871743	2.5	3.228918058870326	0.7289180588703261	0.0032138903907682104	0.0003664472308231776	-0.0028474431599450328
('PPP2R5D', 'CCNK')	9.145233333333334	9.873354268293003	0.7281209349596693	2.1875	1.4811058074781225	-0.7063941925218775	0.0010364442164865271	0.0002262272689908153	-0.0008102169474957118
('PPP2R5D', 'NTF3')	5.800386111111112	7.177879425649088	1.3774933145379764	2.3125	3.0067621320604614	0.6942621320604614	0.0018401629695716133	0.00037596402465008786	-0.0014641989449215255
('PPP2R5D', 'RBX1')	6.39331388888889	7.762618253343838	1.3693043644549485	2.53125	3.231901352426412	0.7006513524264122	0.0015741298333021472	0.00037687623459395326	-0.0011972535987081938
('PPP2R5D', 'EPHX1')	7.595244444444445	8.918512214791509	1.3232677703470639	3.09375	3.7961416070007954	0.7023916070007954	0.0013883334061625763	0.00037941367112692367	-0.0010089197350356526
('PPP2R5D', 'TNFRSF1A')	5.732641666666668	7.208393430369785	1.4757517637031174	2.25	2.983293556085919	0.7332935560859188	0.002184124634897559	0.0003731697268908664	-0.0018109549080066924
('PPP2R5D', 'FOXO1')	6.174194444444446	7.673429622344608	1.4992351779001627	2.46875	3.2404534606205253	0.7717034606205253	0.0017450589820013447	0.0003765507516819092	-0.0013685082303194354
('PPP2R5D', 'MYCN')	6.538247222222223	8.11286302124311	1.5746157990208864	2.4375	3.263723150357995	0.8262231503579951	0.002102000924767869	0.00037380749406488317	-0.0017281934307029861
('PPP2R5D', 'GATA3')	6.335230555555556	7.876537018095991	1.541306462540435	2.5	3.182975338106603	0.682975338106603	0.007300955163323436	0.0003372873109053617	-0.006963667852418074
('SOD2', 'CCNK')	10.082341666666666	10.976970416994817	0.8946287503281507	2.8125	1.7478122513922036	-1.0646877486077964	0.0021774461742816833	0.00021889816796926236	-0.0019585480063124207
