g1,g2,g3,score
CCND1,CDH17,SULT2A1,3.657154438994402
CCND1,CDH17,EPCAM,3.657154438994402
CCND1,CDH17,RBP1,3.657154438994402
CCND1,CDH17,TOP2A,3.657154438994402
SHMT1,CCND1,FKBP1A,3.657154438994402
SHMT1,CCND1,PRDX4,3.657154438994402
SHMT1,CCND1,SNCA,3.657154438994402
CCND1,CDH17,EXO1,3.657154438994402
CCND1,CDH17,TUBA4A,3.657154438994402
CCND1,NPSR1,SOX10,3.657154438994402
CCND1,TUBA3C,BGLAP,3.657154438994402
CCND1,NPSR1,XRCC1,3.657154438994402
CCND1,TUBA3C,HMMR,3.657154438994402
CCND1,TUBA3C,PPM1D,3.657154438994402
CCND1,TUBA3C,AVP,3.657154438994402
CCND1,TUBA3C,DNMT1,3.657154438994402
CCND1,TUBA3C,ALCAM,3.657154438994402
CCND1,TUBA3C,TUBB3,3.657154438994402
CCND1,TUBA3C,EXO1,3.657154438994402
CCND1,TUBA3C,CYP19A1,3.657154438994402
CCND1,TUBA3C,AP1S2,3.657154438994402
CCND1,TUBA3C,PIK3C2A,3.657154438994402
CCND1,TUBA3C,TP53AIP1,3.657154438994402
CCND1,TUBA3C,ABCG1,3.657154438994402
CCND1,TUBA3C,TUBA4A,3.657154438994402
CCND1,TUBA3C,TUBA1B,3.657154438994402
CCND1,AKR7A2,AP1S2,3.657154438994402
CCND1,AKR7A2,BGLAP,3.657154438994402
CCND1,AKR7A2,TP53,3.657154438994402
CCND1,KLC1,POLR2G,3.657154438994402
CCND1,KLC1,XPC,3.657154438994402
CCND1,KLC1,CES1,3.657154438994402
CCND1,KLC1,EPCAM,3.657154438994402
CCND1,KLC1,POLR2D,3.657154438994402
CCND1,KLC1,AKT1,3.657154438994402
CCND1,KLC1,CYP19A1,3.657154438994402
CCND1,KLC1,PPM1D,3.657154438994402
CCND1,KLC1,GABPA,3.657154438994402
CCND1,KLC1,HNF4A,3.657154438994402
CCND1,KLC1,AKR7A2,3.657154438994402
CCND1,KLC1,POLR2H,3.657154438994402
CCND1,CCNK,TUBA1C,3.657154438994402
CCND1,CCNK,POLR2E,3.657154438994402
CCND1,CCNK,MUC2,3.657154438994402
CCND1,CCNK,POLR2F,3.657154438994402
CCND1,KLC1,MUTYH,3.657154438994402
CCND1,KLC1,TAT,3.657154438994402
CCND1,AKR7A2,XRCC4,3.657154438994402
CCND1,KLC1,TPPP,3.657154438994402
CCND1,SULT2A1,FANCA,3.657154438994402
CCND1,SULT2A1,CYP19A1,3.657154438994402
CCND1,SULT2A1,SOX4,3.657154438994402
CCND1,SULT2A1,TP53AIP1,3.657154438994402
CCND1,SULT2A1,ATIC,3.657154438994402
CCND1,SULT2A1,POLR2E,3.657154438994402
CCND1,SULT2A1,TUBA4A,3.657154438994402
CCND1,SULT2A1,TUBA3C,3.657154438994402
CCND1,SULT2A1,CETP,3.657154438994402
CCND1,SULT2A1,ESR1,3.657154438994402
CCND1,SULT2A1,KCNA1,3.657154438994402
CCND1,SULT2A1,TUBB3,3.657154438994402
CCND1,SULT2A1,SLAMF1,3.657154438994402
CCND1,SULT2A1,FANCF,3.657154438994402
CCND1,SULT2A1,PRKACG,3.657154438994402
CCND1,CCNK,CSF2,3.657154438994402
CCND1,CCNK,SOX10,3.657154438994402
