gene_u,gene_v,bucket_pen,pen_diff,is_known,score,rank_in_bucket
TERC,ACSS2,3,1.478911148264718,1,0.46553802,199
FCGR2A,PTEN,3,1.6008555052889228,1,0.39286664,231
PARP1,ATR,3,1.3661258283066715,1,0.50603527,147
PIK3R3,SGK1,3,1.479572466998862,1,0.41718483,226
SELE,TPT1,3,1.3528370159104934,1,0.5378045,113
MIR21,BRCA2,3,1.3917758261211706,1,0.48905608,172
STAT1,DFFB,3,1.486542449077734,1,0.5192995,132
BRD4,GAS6,3,1.6303638342512414,1,0.20276949,259
ERCC2,MAD1L1,3,1.3084120333945304,1,0.5777805,70
VEGFA,CYP1A1,3,1.5529371404843015,1,0.46506026,201
CBL,PPP1R13L,3,1.4204548518227256,1,0.53268933,120
JAK3,CX3CL1,3,1.3331454738176245,1,0.5586996,88
CCNA2,COL18A1,3,1.382545132878766,1,0.5515917,97
MYB,EDNRB,3,1.3767804528368055,1,0.51316005,137
PTPRC,CDKN1A,3,1.3088161290322535,1,0.52622974,124
AFP,TNFAIP3,3,1.3483678512107806,1,0.5013132,156
PTPRM,NOS3,3,1.3751148854795137,1,0.62437594,41
PTEN,PSMD4,3,1.4839015866771517,1,0.3357005,251
STAT1,COMT,3,1.431747921584071,1,0.40379256,230
PLD1,GAPDH,3,1.3321339802430323,1,0.46419537,202
TFPI,PIK3CA,3,1.4606707623044022,1,0.9405952,11
CCND1,RB1,3,1.5419514358772606,1,0.9418862,10
CYBA,TAF1,3,1.4537072187254214,1,0.4966518,164
SMARCB1,RB1,3,1.3060855253955754,1,0.43219528,220
ESR1,MYOD1,3,1.7103952355975185,1,0.7157667,33
BARD1,PIK3CA,3,1.4134738591660057,1,0.94996804,8
ERCC2,MIR21,3,1.3157403990733485,1,0.53647536,114
EDN1,PGR,3,1.3713880649532202,1,0.6358875,39
NF2,KDM5C,3,1.395831477838998,1,0.52434874,128
IL1RN,PTPRM,3,1.503346271527228,1,0.40726498,229
ERBB4,HLA-DQA1,3,1.4450191428446535,1,0.5528365,96
GATA3,SP3,3,1.5772104598304022,1,0.9094517,19
PON1,MDM4,3,1.4562681790366128,1,0.6392989,37
GNAQ,TSC2,3,1.5283726243552778,1,0.58515966,65
RNF8,ERBB3,3,1.3966023319346077,1,0.56413263,79
BARD1,NR1I3,3,1.55294044496896,1,0.4240975,221
RPTOR,TSC1,3,1.601606591485286,1,0.29366335,258
MYB,FOXO1,3,1.4839735706792636,1,0.47648218,190
PIK3R1,BRAF,3,1.3749549895095807,1,0.66751313,36
MYOD1,BMP7,3,1.3001107592446797,1,0.5105338,140
AFP,MYB,3,1.342397560975627,1,0.5059899,148
IL1RN,KIR2DS4,3,1.4234322493224685,1,0.36729962,240
LIG3,TNFRSF1A,3,1.3974561369000718,1,0.4812579,186
HMGB1,GSTP1,3,1.4163134343037171,1,0.5045356,151
LIG3,MYCN,3,1.496320172217839,1,0.325612,253
EPHA5,EDNRB,3,1.3712092971413554,1,0.58679795,64
PON1,NQO1,3,1.4016150799894884,1,0.61973697,46
ESR1,TNFSF11,3,1.6366804681353369,1,0.85959864,27
KLK3,MYOD1,3,1.3582145816941988,1,0.5425243,108
PPP1R13L,FHL2,3,1.6615845266194782,1,0.44642663,213
PIK3CA,HERC2,3,1.519400056823157,1,0.9095534,18
JAK3,ALK,3,1.4420289251682954,1,0.5606877,84
PON1,CHN2,3,1.3911442958300402,1,0.5750002,72
CDKN2A,TNFSF11,3,1.3274501442433817,1,0.5007234,158
GAPDH,TFF3,3,1.5437296376431622,1,0.4702976,197
RRM2,PPP1R13L,3,1.597877113384058,1,0.3643105,241
MAP3K1,EPHX1,3,1.3642903138386302,1,0.98428476,2
GADD45A,FANCC,3,1.4714831978319722,1,0.39066955,233
PARP1,BARD1,3,1.3692987804878012,1,0.5188589,133
STMN1,MAD1L1,3,1.50755759244689,1,0.58951527,62
BIRC7,TERC,3,1.6403258261211704,1,0.30926603,255
HMGB1,LIF,3,1.381359996503198,1,0.58439213,66
SOD2,MAD1L1,3,1.6036054397237525,1,0.3902726,234
BIRC7,DFFB,3,1.6060246852872044,1,0.3000743,256
EIF4EBP1,FOS,3,1.464092726636947,1,0.35480285,247
PTPRC,TPT1,3,1.3619826711251033,1,0.5942931,59
IGFBP3,RBX1,3,1.3349590173966437,1,0.5688555,76
MTOR,KDM5C,3,1.3588152504589583,1,0.43948916,216
TYMS,ERBB2,3,1.4280832196870428,1,0.961536,6
UBE2I,COMT,3,1.414547895358007,1,0.5390853,111
GAPDH,COL18A1,3,1.3940648876650208,1,0.49948007,159
CCND1,CDKN2A,3,1.582002091528981,1,0.9394588,12
HLA-C,FHL2,3,1.495914695340522,1,0.4870684,177
PGR,BRAF,3,1.5255270434478536,1,0.5342139,116
AFP,TAF1,3,1.3781867230527336,1,0.57986104,68
RRM2,POLR2A,3,1.4122635370224703,1,0.58069015,67
TAF1,GATA3,3,1.5618340173966434,1,0.90680623,20
MTOR,HRAS,3,1.3748281711688035,1,0.6203232,45
PIK3R2,RB1,3,1.378246918436922,1,0.609297,55
KLK3,CCNA2,3,1.3255670840982663,1,0.5471813,104
KRAS,HLA-DRA,3,1.3288491607657882,1,0.49326682,168
PARP1,BRCA1,3,1.5188678468397647,1,0.4731667,193
GADD45A,SP3,3,1.4853032913716149,1,0.45565268,207
ZEB1,PPM1D,3,1.6914802954803865,1,0.7225395,31
SMARCA4,BRCA2,3,1.499814542355102,1,0.5062809,146
ETS2,ACSS2,3,1.4446087944750428,1,0.5599021,86
PIK3R1,PI4KA,3,1.3546820941515838,1,0.6015299,56
IGF2,NR1I3,3,1.584319877174588,1,0.4748336,191
IL6R,DKK1,3,1.571102482734494,1,0.3590491,245
COMT,BRCA2,3,1.3647868957076916,1,0.556913,91
RPSA,EZH2,3,1.4399984745170027,1,0.549076,101
LIG3,SMARCA4,3,1.4741690794649749,1,0.37349346,238
PPP2R5D,NOS3,3,1.3160341747530389,1,0.5313303,122
DFFB,EPHX1,3,1.3392574875426444,1,0.5486331,103
PPP2R5D,EPHX1,3,1.323267770347064,1,0.52054846,131
TPT1,RBX1,3,1.3559122606871412,1,0.47649735,189
PIK3R5,BRAF,3,1.4173090785907938,1,0.5139889,136
SGK1,CDK4,3,1.3472953623568502,1,0.5252491,126
GADD45A,ACSS2,3,1.4217777143981287,1,0.53934807,110
LRP2,EPHX1,3,1.3254957142232795,1,0.5792871,69
TGM2,E2F7,3,1.3385479958912692,1,0.5254656,125
