group_id,label,pen_diff,dist_diff,ppr_diff,bucket_pen,bucket_dist,bucket_ppr,pos_in_bucket_pen
0,1,1.907587734941873,1.0234685759745423,-0.0130065492896866,4.0,2.0,0.0,0.3997802075994727
0,0,1.742028418130971,0.9451073985680192,-0.0113958838859555,4.0,2.0,0.0,0.018825551437223913
0,0,1.897448015560817,0.948637629276054,-0.0040594911945599,4.0,2.0,3.0,0.37644854989032767
0,0,1.8500477685986512,0.8969272076372317,-0.007302068198019,4.0,2.0,2.0,0.2673798177204415
0,0,1.884724849200099,0.8188394988066827,-0.0023585447360056,4.0,2.0,4.0,0.3471723390457363
0,0,1.7652887337179963,0.6814091089896577,-0.0060454998152549,4.0,2.0,2.0,0.07234791246992597
0,0,1.8191104642014393,0.6927456245027841,-0.0027242385740267,4.0,2.0,3.0,0.19619258171192352
0,0,1.73453914022204,0.83982199681782,-0.0019209384795733,4.0,2.0,4.0,0.0015926022703759148
0,0,1.735342519013905,0.8198587907716783,-0.0023223692885973,4.0,2.0,4.0,0.003441189817837769
1,1,1.8993289273537928,1.057229514717582,-0.0112315153558266,4.0,2.0,0.0,0.3807765582390392
1,0,1.742028418130971,0.9451073985680192,-0.0113958838859555,4.0,2.0,0.0,0.018825551437223913
1,0,1.897448015560817,0.948637629276054,-0.0040594911945599,4.0,2.0,3.0,0.37644854989032767
1,0,1.8500477685986512,0.8969272076372317,-0.007302068198019,4.0,2.0,2.0,0.2673798177204415
1,0,1.884724849200099,0.8188394988066827,-0.0023585447360056,4.0,2.0,4.0,0.3471723390457363
1,0,1.7652887337179963,0.6814091089896577,-0.0060454998152549,4.0,2.0,2.0,0.07234791246992597
1,0,1.8191104642014393,0.6927456245027841,-0.0027242385740267,4.0,2.0,3.0,0.19619258171192352
1,0,1.73453914022204,0.83982199681782,-0.0019209384795733,4.0,2.0,4.0,0.0015926022703759148
1,0,1.735342519013905,0.8198587907716783,-0.0023223692885973,4.0,2.0,4.0,0.003441189817837769
2,1,1.868555376344082,0.9359586316626888,-0.0075752203743346,4.0,2.0,2.0,0.3099661214142372
2,0,1.742028418130971,0.9451073985680192,-0.0113958838859555,4.0,2.0,0.0,0.018825551437223913
2,0,1.897448015560817,0.948637629276054,-0.0040594911945599,4.0,2.0,3.0,0.37644854989032767
2,0,1.8500477685986512,0.8969272076372317,-0.007302068198019,4.0,2.0,2.0,0.2673798177204415
2,0,1.884724849200099,0.8188394988066827,-0.0023585447360056,4.0,2.0,4.0,0.3471723390457363
2,0,1.7652887337179963,0.6814091089896577,-0.0060454998152549,4.0,2.0,2.0,0.07234791246992597
