gene_u,gene_v,bucket_pen,pen_diff,is_known,score,rank_in_bucket
MC2R,APOE,1,0.0313491396032787,1,11.835502035776186,10
XRCC4,MAP3K1,1,0.0417023727976779,1,6.949409066955823,30
TP53AIP1,RBX1,1,0.0716652292331154,1,7.848192807842153,23
ERCC2,FBXW7,1,-0.0994327260347507,1,1.869364893007865,37
BARD1,BCL2,1,0.0378299591466113,1,-6.557190380771977,58
TOP2A,MDM4,1,0.0036424937071757,1,9.278896790440468,18
IGF2,TUB,1,0.0957830314034637,1,-9.187691372709141,66
TUBA1B,ERCC2,1,-0.0694673193576509,1,8.820376953158688,20
PON1,CCNK,1,0.0319585214379678,1,13.029907875643811,4
PTPRC,CALCA,1,-0.0006338278380768,1,-4.260065623848044,51
TUBA4A,NR1I3,1,0.0706926154420042,1,8.058126374405804,22
TOP2A,PLA2G6,1,-0.0932619877850022,1,8.487059446105913,21
TUBA1B,BRD4,1,-0.004417290471407,1,13.575964092161387,1
SPG7,NR1I3,1,0.076102865926634,1,-3.629494092223481,46
BIRC5,TP53AIP1,1,-0.0210515247800007,1,9.305756431239521,15
SOX10,BCL2,1,0.0133790389141275,1,13.257445150531384,3
PTPRC,BMP7,1,0.0131798497916015,1,-1.3410232724548277,42
PAPOLA,IGF2,1,-0.0220686852636404,1,7.377967313648932,27
ERCC2,BARD1,1,-0.0450163991251688,1,-1.9791495410798958,45
GSTM1,IFNG,1,-0.134945149176751,1,-3.7172296140241903,47
TOP2A,BIRC5,1,-0.0210515247800007,1,9.305756431239521,16
TOP2A,SLIT1,1,0.0250937667645736,1,12.674856408402217,8
IRS1,PPP2R5D,1,-0.0706377439854719,1,-1.2709865252993502,40
TUBA1A,FBXW7,1,-0.0299654066765917,1,10.902022451817036,13
ANXA1,TG,1,0.0313709218833793,1,-1.774150973263591,43
IRS1,PERP,1,-0.0335650703583496,1,6.236711708805957,32
GDF15,MYCN,1,0.0931596913299976,1,-8.395483531659584,62
PON1,MDM4,1,0.0356010151446355,1,-3.927074008443523,49
PAPOLA,PLA2G1B,1,-0.0341589794905292,1,5.978886285543813,33
PAPOLA,ITGAL,1,0.0239371229317928,1,5.054082019197207,35
PON1,PPP2R5D,1,-0.0051141521891526,1,-4.313739372056292,52
NCOA1,ACTR2,1,0.0177434283830439,1,7.632562375947339,25
MYCN,BRCA2,2,0.2733914166632161,1,-2.5026070506116365,10
SLIT1,NCOA3,2,0.2297062394255675,1,2.6736151366898073,5
SOX10,RNF8,2,0.1571329653780342,1,14.357123778740187,1
TOP2A,FOXO1,2,0.1631525110389198,1,8.885163992730096,3
XRCC4,RNF8,2,0.1571329653780342,1,14.357123778740187,2
TNFSF13B,ITGAL,2,0.2920860314447164,1,-5.8471454533340665,13
HNF4A,NR1I3,2,0.3851315293195103,1,2.7263095164111375,4
KLK3,HNF4A,2,0.3936457908636868,1,-6.132997974951456,14
KLK3,BRCA2,2,0.3104209548962089,1,-2.799988165837092,11
RNF8,MDM4,2,0.1607754590847037,1,-0.7291607224237753,7
KLK3,NR1I3,2,0.1498994924276786,1,-0.8252017469254755,8
TNFSF13B,KLK3,2,0.3473557854991043,1,-4.061178075803581,12
NCOA1,BRCA2,2,0.2489575062930686,1,-0.9942245770139548,9
SLC10A2,HNF4A,2,0.2968789440019712,1,1.7756667799184642,6
TNFSF13B,BRCA2,3,0.4993629864234563,1,-3.0796879979092586,1
