group_id,label,pen_diff,dist_diff,ppr_diff,bucket_pen,bucket_dist,bucket_ppr,pos_in_bucket_pen
98,0,-0.0609596789502013,0.0679288321167885,7.256427050122586e-05,1.0,2.0,4.0,0.37733299880920146
98,0,0.0639125882061577,0.2118613138686131,7.41362629650525e-05,1.0,2.0,4.0,0.7581075060711965
99,1,-0.058124198407123,0.3047901459854012,0.0001150022995641,1.0,2.0,4.0,0.3859792637584051
99,0,-0.0980018445920825,0.0181569343065697,0.0001756232156308,1.0,2.0,4.0,0.26437987726025675
99,0,-0.0737123921924638,-0.085766423357664,3.724911729780368e-05,1.0,2.0,4.0,0.3384459968218371
99,0,0.0816524470762978,0.1215784671532844,0.00014035629408,1.0,2.0,4.0,0.8122018712493092
99,0,-0.0447951285437238,0.0047445255474452,-3.9374560785005786e-05,1.0,2.0,4.0,0.42662375692790444
99,0,-0.036752715305564,0.0373631386861319,0.000143543771061,1.0,2.0,4.0,0.45114758441734304
99,0,0.0991343044608559,0.2604927007299271,-0.0001490214447255,1.0,2.0,4.0,0.8655095093920079
99,0,-0.0142498390624439,-0.0113594890510952,3.832179276615461e-05,1.0,2.0,4.0,0.5197658758008303
99,0,-0.1139819791193836,0.1750456204379564,-0.0001914420997127,1.0,2.0,4.0,0.21565146070164373
100,1,-0.100573150249664,-0.1540145985401455,6.572436728362639e-05,1.0,2.0,4.0,0.25653916396913334
100,0,0.0738178558164452,0.0580291970802919,-0.0001220978466304,1.0,2.0,4.0,0.7883117578197671
100,0,-0.0965762390129221,-0.0152372262773727,6.328003576747088e-05,1.0,2.0,4.0,0.2687269935120586
100,0,-0.0160121260265011,-0.0703010948905111,7.571683667511209e-05,1.0,2.0,4.0,0.5143921129496052
100,0,-0.098646434613947,-0.0842609489051091,9.435046915633648e-05,1.0,2.0,4.0,0.2624143211479927
100,0,0.0919346510956149,0.0245894160583945,5.607784439656837e-05,1.0,2.0,4.0,0.8435555197269198
100,0,-0.1298660153509576,-0.0487682481751825,0.0001447310843863,1.0,2.0,4.0,0.16721607783287623
100,0,0.0156824371724475,0.0253193430656932,-1.3440958022221865e-07,1.0,2.0,4.0,0.6110387260030243
100,0,-0.0340522820121407,0.0384580291970806,0.0001185177384297,1.0,2.0,4.0,0.45938204816268063
101,1,0.0405411133580777,-2.4390967153284673,0.0001184450486547,1.0,0.0,4.0,0.6868405865067383
101,0,-0.027465204473227,0.0493156934306568,8.470499752173791e-05,1.0,2.0,4.0,0.4794681029872942
101,0,-0.1454052284075366,-0.1573905109489048,0.0001413663368115,1.0,2.0,4.0,0.11983216842207702
101,0,0.0677180559567682,0.2311131386861311,5.295918487778013e-05,1.0,2.0,4.0,0.7697115646875563
101,0,0.079719574547088,0.1453467153284671,-6.185885272401285e-05,1.0,2.0,4.0,0.8063079397810149
101,0,-0.0036812383939208,0.0914689781021897,-0.0001286935733267,1.0,2.0,4.0,0.5519928370280716
101,0,0.0649013824124331,0.0131843065693431,0.0001001053211164,1.0,2.0,4.0,0.7611226481459903
101,0,0.0207888210291891,0.0791058394160586,0.0001016250928835,1.0,2.0,4.0,0.6266096837602558
101,0,0.1259785292782531,0.0813412408759126,-0.0012985472959232,1.0,2.0,4.0,0.9473659272375784
102,1,-0.1148597903685182,-0.0903740875912406,0.0001232520371802,1.0,2.0,4.0,0.2129747402939031
102,0,-0.0228052903066071,0.0199817518248175,0.000161375261049,1.0,2.0,4.0,0.49367763534451564
102,0,-0.1315572050509663,-0.0385036496350368,-6.850733976512948e-05,1.0,2.0,4.0,0.16205911272467463
102,0,0.0555734040358064,0.0920620437956207,-3.874461375250781e-05,1.0,2.0,4.0,0.7326787314061499
102,0,-1.9027772058421988e-05,-0.0896441605839415,-0.0002708506634772,1.0,2.0,4.0,0.5631600599574286
102,0,-0.111482922048463,-0.1502281021897813,0.0001116147248399,1.0,2.0,4.0,0.22327186550784361
102,0,-0.0797812796599721,-0.019525547445256,2.2785781407898883e-08,1.0,2.0,4.0,0.31994006521914264
102,0,0.0375872900590179,0.0745437956204382,6.494615965826087e-05,1.0,2.0,4.0,0.6778334575672905
102,0,0.0981132298931264,0.2244525547445253,0.000111897983262,1.0,2.0,4.0,0.8623959344224902
103,1,0.0186894214500839,-0.0111947104423162,0.0001470956264374,1.0,2.0,4.0,0.6202079593543166
103,0,0.0273483741181941,-1.8480383211678837,0.0001354977368709,1.0,0.0,4.0,0.6466118079484654
103,0,0.0617986052077768,-0.0156021897810219,0.0001498647201123,1.0,2.0,4.0,0.751661312269327
103,0,-0.0053346717286384,0.1092153284671537,8.767589499407576e-05,1.0,2.0,4.0,0.5469510028590056
103,0,-0.0559508026245207,-0.0394616788321169,9.013712743040402e-05,1.0,2.0,4.0,0.3926066256783215
103,0,0.0378595386456463,0.1241332116788318,1.0740366995109563e-05,1.0,2.0,4.0,0.6786636284594102
103,0,-0.054704145173936,0.0556113138686136,3.735560044205869e-05,1.0,2.0,4.0,0.3964080732477525
103,0,0.082261537985377,0.1567518248175181,-0.0001624615559046,1.0,2.0,4.0,0.8140591794896728
103,0,0.0466210394915904,0.1807025547445251,7.186056041488982e-05,1.0,2.0,4.0,0.7053801784465467
104,1,-0.0613856043412006,-0.2200729927007296,0.0001629216577942,1.0,2.0,4.0,0.3760342193877863
104,0,0.1374716419758215,0.1402828467153285,-6.612514923487792e-05,1.0,2.0,4.0,0.9824120141228546
104,0,0.115486361573053,-0.0289233576642335,3.311158435861049e-05,1.0,2.0,4.0,0.9153720339653816
104,0,0.0293893512978291,-0.0365419708029195,1.775694908517098e-05,1.0,2.0,4.0,0.6528353842285002
104,0,-0.1770715615070273,0.0523722627737224,-4.9305143955236054e-05,1.0,2.0,4.0,0.023271637750725768
104,0,-0.0350454751784727,0.0988594890510952,-5.378883918804808e-05,1.0,2.0,4.0,0.4563534922860383
104,0,0.0847623261670467,1.7513686131386863,-0.0091724542066421,1.0,3.0,2.0,0.8216848629927164
104,0,-0.0407176144100951,0.0567062043795623,0.0002271732274252,1.0,2.0,4.0,0.43905736985448146
104,0,-0.0401275946023904,-0.1224908759124083,0.0001129931015577,1.0,2.0,4.0,0.44085652435587497
105,1,0.2091453926463842,0.2365419708029197,-7.709302583758026e-05,2.0,2.0,4.0,0.20096726023429612
105,0,0.2824215161143826,0.3255474452554749,5.863729823430878e-05,2.0,2.0,4.0,0.4244097312343863
