bucket,pen_diff_range,n_candidates,novelty_weight,mean_pen_diff,mean_composite_score,top_composite_score,high_confidence_count,medium_confidence_count,low_confidence_count
4,"[0.7991, 1.1271]",602,1.0,0.87,0.3411,1.0,567,0,35
