gene_u,gene_v,bucket_pen,pen_diff,is_known,score,rank_in_bucket
NR3C1,MBP,0,-0.2081621590393334,1,-0.8194984835318957,2
VWF,IFNG,0,-0.3054769219659254,1,0.39568475588658875,1
TOP2A,PIM1,1,0.0420113811746816,1,0.9835582419284377,2
PON1,BCL2,1,0.045337560351589,1,-0.17255419077948272,43
APOE,ITGB2,1,0.0846585255643095,1,-0.554521423682302,57
BRD4,GAS6,1,0.044237537655265,1,-0.03857694993635,40
TOP2A,MYCN,1,0.0421773387531878,1,0.8689871536832545,26
ANXA1,BMP7,1,-0.007816624025084,1,-0.4127712710672782,55
PON1,RBX1,1,0.1036237506705752,1,-0.706700002010882,66
BIRC5,FOXP3,1,-0.0962716357859072,1,-0.6073135084629708,61
BARD1,FBXW7,1,-0.0055144864441061,1,-0.39128889304734077,53
TUBA1A,ACSS2,1,0.0405411133580777,1,0.9287408235308494,14
IRS1,CCNK,1,-0.0335650703583496,1,0.8852429284998098,21
TUBB3,BARD1,1,0.0244509202329901,1,0.9198217639946682,18
TUBA1A,BCL2,1,0.0133790389141275,1,0.9567213791135649,6
BARD1,NR1I3,1,0.095143535674488,1,-0.5648382901600646,58
TUBB3,EPHX1,1,0.0433820018159565,1,0.9228812877724253,17
VWF,APOE,1,0.0011851566046274,1,-0.38748931557460087,51
MAP3K1,NR1I3,1,0.1123949882391759,1,-0.5848188886964938,60
BIRC5,CCNK,1,-0.0210515247800007,1,0.962576220370241,3
PTPRC,MC2R,1,0.0290571926714005,1,1.0143809069145977,1
SLC10A2,RRM1,1,-0.0175599698755331,1,0.8398164373733101,28
GSTM1,BMP7,1,0.1244904469112331,1,-0.6641582843077178,63
BIRC5,NOS3,1,0.1048279247307277,1,-0.6915248378206296,65
GATA3,MBP,1,-0.0614424916436249,1,0.6185290182765211,37
MDM4,HMMR,1,0.0036424937071757,1,0.9393324766787958,10
BCL2,PPP2R5D,1,-0.0236936347129939,1,-0.38792943775373867,52
TUBA1B,IGF2,1,-0.0220686852636404,1,0.9352915430349817,12
MDM4,GAS6,1,0.0522973218338496,1,-0.12251132172184298,41
BRD4,MAP3K1,1,0.0372850823257628,1,-0.23233398726007384,46
