g1,g2,g3,score
NOTCH1,RUNX1,TUBA4A,0.7929018940668361
RUNX1,XRCC1,XRCC4,0.7929018940668361
PERP,RUNX1,TUBA1A,0.7929018940668361
DNMT1,RUNX1,TUBA1C,0.7929018940668361
MC2R,RUNX1,TUBA1A,0.7929018940668361
CX3CL1,RUNX1,TUBA1A,0.7929018940668361
RUNX1,TOP2A,TUBA4A,0.7929018940668361
RHOC,RUNX1,TOP2A,0.7929018940668361
PSMC5,RUNX1,TOP2A,0.7929018940668361
PAPOLA,RUNX1,TOP2A,0.7929018940668361
MBNL1,RUNX1,TOP2A,0.7929018940668361
RUNX1,TUBB3,XRCC4,0.7929018940668361
PERP,RUNX1,XRCC4,0.7929018940668361
RUNX1,TUBA1C,XRCC1,0.7929018940668361
NOTCH1,RUNX1,XRCC4,0.7929018940668361
PRKAB1,RUNX1,XRCC4,0.7929018940668361
RHOC,RUNX1,XRCC4,0.7929018940668361
RUNX1,TP53AIP1,XRCC4,0.7929018940668361
GNRHR2,RUNX1,XRCC4,0.7929018940668361
ACTR2,RUNX1,XRCC4,0.7929018940668361
CAMKK1,RUNX1,XRCC4,0.7929018940668361
CRH,RUNX1,XRCC4,0.7929018940668361
IFNAR2,RUNX1,XRCC4,0.7929018940668361
PRKAB1,RUNX1,TUBA1A,0.7929018940668361
GNRHR2,RUNX1,TUBA4A,0.7929018940668361
PPP1R13L,RUNX1,TUBA4A,0.7929018940668361
PERP,RUNX1,TUBA1C,0.7929018940668361
CCNK,PERP,RUNX1,0.7929018940668361
DNMT1,PAPOLA,RUNX1,0.7929018940668361
CX3CL1,MC2R,RUNX1,0.7929018940668361
ACTR2,CCNK,RUNX1,0.7929018940668361
CCNK,RUNX1,SOX10,0.7929018940668361
ACVR1,CCNK,RUNX1,0.7929018940668361
CAMKK1,CCNK,RUNX1,0.7929018940668361
CCNK,CRH,RUNX1,0.7929018940668361
CCNK,MC2R,RUNX1,0.7929018940668361
CCNK,RUNX1,TP53AIP1,0.7929018940668361
CCNK,RUNX1,TUBA1A,0.7929018940668361
CCNK,MBNL1,RUNX1,0.7929018940668361
DEK,RRM1,RUNX1,0.7929018940668361
DNMT1,IL21,RUNX1,0.7929018940668361
DNMT1,MBNL1,RUNX1,0.7929018940668361
DNMT1,RUNX1,TOP2A,0.7929018940668361
DNMT1,PPP1R13L,RUNX1,0.7929018940668361
DNMT1,RUNX1,TUBA1B,0.7929018940668361
DNMT1,RRM1,RUNX1,0.7929018940668361
CRH,PRDX4,RUNX1,0.7929018940668361
DNMT1,PRDX4,RUNX1,0.7929018940668361
PAPOLA,RUNX1,TUBA1A,0.7929018940668361
PLA2G1B,RUNX1,XRCC1,0.7929018940668361
DNMT1,NOTCH1,RUNX1,0.7929018940668361
IFNAR1,RRM1,RUNX1,0.7929018940668361
MBNL1,PLA2G1B,RUNX1,0.7929018940668361
DNMT1,RUNX1,TUBB3,0.7929018940668361
IFNAR1,MBNL1,RUNX1,0.7929018940668361
MBNL1,RUNX1,XRCC4,0.7929018940668361
CAMKK1,MBNL1,RUNX1,0.7929018940668361
MAP3K7,MBNL1,RUNX1,0.7929018940668361
PERP,RUNX1,TUBA4A,0.7929018940668361
GNRHR2,IRS1,RUNX1,0.7929018940668361
MAP3K7,RUNX1,TOP2A,0.7929018940668361
DNMT1,RHOC,RUNX1,0.7929018940668361
DNMT1,IRS1,RUNX1,0.7929018940668361
DNMT1,IFNAR1,RUNX1,0.7929018940668361
DNMT1,PRKAB1,RUNX1,0.7929018940668361
RRM1,RUNX1,UBQLN1,0.7929018940668361
DNMT1,PLA2G1B,RUNX1,0.7929018940668361
RRM1,RUNX1,XRCC1,0.7929018940668361
ACTR2,RRM1,RUNX1,0.7929018940668361
PPP1R13L,RRM1,RUNX1,0.7929018940668361
HMMR,RRM1,RUNX1,0.7929018940668361
PRKAB1,RRM1,RUNX1,0.7929018940668361
RRM1,RUNX1,TP53AIP1,0.7929018940668361
ACVR1,RRM1,RUNX1,0.7929018940668361
APP,RRM1,RUNX1,0.7929018940668361
NOTCH1,RRM1,RUNX1,0.7929018940668361
COPS5,RUNX1,TUBA1C,0.7929018940668361
CRH,RUNX1,TUBA1C,0.7929018940668361
ACTR2,IL21,XRCC4,0.7929018940668361
CASP10,RUNX1,XRCC4,0.7929018940668361
DNMT1,IL21,TOP2A,0.7929018940668361
IL21,PAPOLA,SOX10,0.7929018940668361
IL21,MAP3K7,PAPOLA,0.7929018940668361
APP,CASP10,MBNL1,0.7929018940668361
CASP10,XRCC1,XRCC4,0.7929018940668361
CASP10,CYP17A1,XRCC4,0.7929018940668361
CASP10,PLA2G1B,XRCC4,0.7929018940668361
CASP10,TOP2A,XRCC4,0.7929018940668361
CASP10,IFNAR1,XRCC4,0.7929018940668361
CASP10,GNRHR2,XRCC4,0.7929018940668361
CASP10,IFNAR2,MBNL1,0.7929018940668361
DNMT1,IL21,PAPOLA,0.7929018940668361
CASP10,MBNL1,NFE2L2,0.7929018940668361
CRH,DNMT1,IL21,0.7929018940668361
CASP10,MBNL1,TP53AIP1,0.7929018940668361
CASP10,MBNL1,UBQLN1,0.7929018940668361
CASP10,DNMT1,MBNL1,0.7929018940668361
CASP10,MBNL1,SOX10,0.7929018940668361
CASP10,HMMR,MBNL1,0.7929018940668361
CASP10,MBNL1,TUBA1B,0.7929018940668361
CASP10,MBNL1,PPP1R13L,0.7929018940668361
CASP10,MBNL1,NOTCH1,0.7929018940668361
DNMT1,IL21,PLA2G1B,0.7929018940668361
DNMT1,IL21,XRCC4,0.7929018940668361
CASP10,CX3CL1,MBNL1,0.7929018940668361
IL21,PAPOLA,XRCC1,0.7929018940668361
ACTR2,IL21,MC2R,0.7929018940668361
ACTR2,ACVR1,IL21,0.7929018940668361
ACTR2,IL21,PPP1R13L,0.7929018940668361
