feature,gain_importance
dist_diff,12.513651847839355
bucket_dist,11.699440956115723
bucket_ppr,8.619417190551758
pen_diff,8.015728950500488
ppr_diff,5.9831671714782715
bucket_pen,4.7808990478515625
pos_in_bucket_pen,4.674262523651123
